GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
8600000US75453,75453,ZCTA5 75453,1146,177,39922,14660,97.3,2.3,39707,13835,1.1,1.4,55694,5417,0.0,3.2,-,**,0.7,1.2,-,**,0.0,3.2,-,**,0.0,3.2,-,**,0.9,1.2,-,**,2.3,2.3,22167,76760,95.0,3.3,39863,15240,2.0,2.0,57788,70394,33.7,8.1,56000,24877,38.4,8.9,62778,25080,25.9,7.5,28604,1118,820,149,50000,18615,47.1,10.2,56700,20490,52.9,10.2,38889,28333,75.6,10.0,62188,10058,21.0,8.9,32717,9887,3.4,3.6,14833,77804,326,124,32500,8383,71.8,15.6,33000,18769,60.7,20.0,31667,24434,11.0,9.3,56447,12461,28.2,15.6,31324,4941,23.9,14.5,30735,6411,4.3,4.6,33750,14218,24.5,(X),(X),(X),16.6,(X),(X),(X),44.5,(X),(X),(X)
8600000US75454,75454,ZCTA5 75454,1569,121,87538,10290,92.0,5.0,91094,15484,5.2,4.9,66853,38422,0.4,0.8,-,**,0.3,0.4,-,**,0.0,2.4,-,**,1.1,1.2,52361,19646,1.1,1.2,98523,33251,9.6,4.3,53750,33001,84.8,5.6,93984,13967,0.3,0.4,24583,257503,49.1,7.2,95991,13681,39.6,8.1,83774,11826,10.9,4.4,81902,28559,1312,118,94844,15382,57.2,9.1,99136,14625,42.8,9.1,85806,14820,82.5,6.9,100000,7273,13.6,7.6,46800,39680,4.0,3.1,65357,54850,257,94,69583,43522,35.8,18.2,38611,40664,35.8,18.2,38611,40664,0.0,13.5,-,**,64.2,18.2,81705,38894,28.8,18.0,"2,500-",***,35.4,21.4,88750,8444,32.9,(X),(X),(X),30.6,(X),(X),(X),42.0,(X),(X),(X)
8600000US75455,75455,ZCTA5 75455,9282,251,40755,2400,82.7,1.6,42895,2805,11.0,1.3,29375,9129,0.8,0.3,14719,16422,0.7,0.2,58355,23223,0.0,0.4,-,**,4.1,1.0,37935,5745,0.7,0.4,45179,8211,29.1,1.7,32279,4721,58.2,1.9,49410,5173,5.8,1.3,25822,3157,36.7,2.2,39277,1928,36.6,1.9,51557,5986,20.9,1.3,35891,4837,7048,317,45994,3381,49.8,3.0,39232,2096,50.2,3.0,55204,4803,75.8,3.1,55687,3493,19.1,2.8,26972,3130,5.1,1.5,30952,9229,2234,222,24088,2665,50.4,5.4,22912,2979,43.3,5.6,22515,3346,7.2,3.3,31912,35974,49.6,5.4,25541,3694,40.3,5.5,24178,4655,9.2,4.4,35698,10318,25.0,(X),(X),(X),23.6,(X),(X),(X),25.8,(X),(X),(X)
8600000US75457,75457,ZCTA5 75457,2180,227,42313,9834,91.6,3.1,47589,11009,4.8,2.0,15647,3230,0.8,1.2,-,**,1.1,1.6,-,**,0.0,1.7,-,**,0.4,0.5,55625,33863,1.2,1.3,9583,20623,11.5,3.7,27500,20746,80.5,4.4,50858,7761,4.6,2.9,21506,11943,27.9,6.9,50266,21124,32.6,6.1,66563,19756,34.9,6.2,25050,8887,1551,205,52484,8166,43.5,6.3,49932,9963,56.5,6.3,57500,7930,75.0,6.4,63875,12699,16.1,5.0,18750,13831,8.8,4.0,40521,31125,629,129,20857,2335,48.8,14.3,18558,3685,48.8,14.3,18558,3685,0.0,5.8,-,**,51.2,14.3,22038,14828,49.6,14.1,21846,12319,1.6,2.7,-,**,28.3,(X),(X),(X),29.9,(X),(X),(X),20.8,(X),(X),(X)
8600000US75459,75459,ZCTA5 75459,1464,161,75556,13292,95.2,2.9,78348,12614,0.7,1.1,-,**,0.7,0.9,72500,163406,0.0,2.5,-,**,0.0,2.5,-,**,1.8,2.3,70724,20217,1.6,1.5,17143,71740,5.5,4.4,41452,20772,91.5,4.7,80385,10727,4.2,3.0,31413,30800,29.3,6.9,81602,17882,46.7,8.4,87065,21886,19.7,5.9,30750,20409,1223,152,80649,9443,38.3,8.9,67610,30015,61.7,8.9,85179,8944,87.6,6.2,83750,9038,6.8,3.8,39375,16464,5.6,5.6,40202,49613,241,90,31250,11334,62.2,16.8,29239,14697,45.2,16.3,25893,9030,17.0,14.3,141125,100718,37.8,16.8,32011,25014,13.7,9.8,26932,19004,24.1,17.1,32283,77530,36.1,(X),(X),(X),37.5,(X),(X),(X),28.6,(X),(X),(X)
8600000US75460,75460,ZCTA5 75460,9392,350,30371,1870,73.5,2.0,33260,2121,22.8,2.0,24421,2491,1.2,0.6,27292,5832,0.7,0.3,63750,62886,0.0,0.1,-,**,0.4,0.3,55938,38004,1.4,0.8,25781,29592,3.0,1.1,32891,35387,70.9,2.1,33350,2212,6.6,1.7,24483,9137,32.0,2.3,33093,3397,34.0,2.8,37140,6963,27.4,1.9,25806,3984,6029,309,37513,6016,43.8,3.9,33863,5790,56.2,3.9,42523,6531,64.1,3.9,52927,5538,26.5,3.2,20444,3056,9.4,2.8,30547,11140,3363,336,20336,2853,63.3,4.8,16487,3778,59.2,5.0,14975,4318,4.0,2.2,26053,7007,36.7,4.8,26692,2509,32.2,4.5,25650,4141,4.5,2.5,27481,14138,26.8,(X),(X),(X),27.1,(X),(X),(X),24.8,(X),(X),(X)
8600000US75462,75462,ZCTA5 75462,4015,228,63266,4166,94.2,1.8,63713,5463,3.3,1.4,59167,28566,0.7,0.6,101000,78595,0.4,0.5,"250,000+",***,0.0,0.9,-,**,0.6,0.6,30625,8692,0.7,0.5,78462,64340,4.6,1.7,42523,20422,90.4,2.3,64814,6279,2.8,1.5,60855,31882,29.0,3.3,75441,6013,42.0,3.7,67546,14483,26.2,3.0,41134,6450,3330,221,70189,6311,39.4,4.6,73065,7162,60.6,4.6,68560,9773,86.3,3.3,75191,5036,8.5,2.5,38977,10602,5.3,2.3,44083,37528,685,153,31989,6652,56.4,9.7,30893,4405,54.6,10.0,30625,5115,1.8,1.9,88750,36241,43.6,9.7,52708,38937,36.8,10.1,36429,34719,6.9,5.0,59097,55731,25.3,(X),(X),(X),22.7,(X),(X),(X),34.0,(X),(X),(X)
8600000US75468,75468,ZCTA5 75468,378,90,50446,5551,95.8,6.6,49792,7422,0.0,9.4,-,**,4.2,6.6,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.0,9.4,-,**,0.0,9.4,-,**,95.8,6.6,49792,7422,0.0,9.4,-,**,20.1,12.5,50536,13919,48.4,16.4,110230,95058,31.5,15.3,31103,19271,264,95,52976,9870,46.2,24.2,65625,73765,53.8,24.2,52738,11858,100.0,13.2,52976,9870,0.0,13.2,-,**,0.0,13.2,-,**,114,59,31214,4877,46.5,24.4,19922,7788,35.1,25.4,18906,5362,11.4,17.4,-,**,53.5,24.4,32179,79299,37.7,28.4,78438,227267,15.8,24.4,-,**,38.1,(X),(X),(X),44.3,(X),(X),(X),23.7,(X),(X),(X)
8600000US75469,75469,ZCTA5 75469,163,50,35341,9371,89.0,9.8,36705,5951,4.3,5.4,12188,52834,6.7,8.6,17708,10368,0.0,20.4,-,**,0.0,20.4,-,**,0.0,20.4,-,**,0.0,20.4,-,**,0.0,20.4,-,**,89.0,9.8,36705,5951,1.2,2.0,-,**,22.1,12.3,35313,34565,47.2,14.0,39097,13675,29.4,11.8,29167,30950,110,40,39375,18659,31.8,16.0,36406,30042,68.2,16.0,42813,36507,90.0,9.8,42750,33235,10.0,9.8,37813,47630,0.0,28.2,-,**,53,27,19821,14887,83.0,19.5,28333,25994,66.0,29.5,18750,14623,17.0,23.3,-,**,17.0,19.5,12250,11477,11.3,16.7,11500,2618,5.7,10.1,-,**,19.0,(X),(X),(X),17.3,(X),(X),(X),22.6,(X),(X),(X)
8600000US75470,75470,ZCTA5 75470,43,29,26406,114661,100.0,48.6,26406,114661,0.0,48.6,-,**,0.0,48.6,-,**,0.0,48.6,-,**,0.0,48.6,-,**,0.0,48.6,-,**,0.0,48.6,-,**,0.0,48.6,-,**,100.0,48.6,26406,114661,0.0,48.6,-,**,0.0,48.6,-,**,76.7,34.2,19821,12514,23.3,34.2,-,**,33,25,97875,123144,0.0,55.5,-,**,100.0,55.5,97875,123144,100.0,55.5,97875,123144,0.0,55.5,-,**,0.0,55.5,-,**,10,15,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,23.3,(X),(X),(X),0.0,(X),(X),(X),100.0,(X),(X),(X)
8600000US75471,75471,ZCTA5 75471,467,89,34375,13692,95.9,4.8,32372,21387,0.0,7.7,-,**,0.0,7.7,-,**,0.0,7.7,-,**,0.0,7.7,-,**,4.1,4.8,34875,1917,0.0,7.7,-,**,18.8,9.3,22500,13892,81.2,9.3,44792,18974,0.0,7.7,-,**,25.3,10.4,31250,6527,53.5,14.9,50000,17903,21.2,12.1,28450,11079,362,81,45875,14275,40.1,13.0,30284,13300,59.9,13.0,56823,8063,82.3,10.9,53333,15467,12.2,8.7,23214,58803,5.5,6.8,15833,4053,105,64,28250,16810,46.7,32.3,28250,17883,40.0,31.7,27900,24627,6.7,11.4,-,**,53.3,32.3,23750,22598,53.3,32.3,23750,22598,0.0,29.2,-,**,23.3,(X),(X),(X),23.5,(X),(X),(X),22.9,(X),(X),(X)
8600000US75472,75472,ZCTA5 75472,1355,116,43939,5627,97.4,1.6,44009,6226,2.0,1.6,24135,28996,0.0,2.7,-,**,0.5,0.8,"250,000+",***,0.0,2.7,-,**,0.0,2.7,-,**,0.1,0.2,-,**,1.1,1.5,-,**,96.3,2.2,44363,6721,1.4,1.6,24327,31510,19.6,5.4,43750,25132,50.1,6.6,53015,11887,28.9,6.2,29917,9982,997,126,52120,10354,27.0,8.0,55034,36194,73.0,8.0,52065,10279,72.1,8.7,58015,8289,18.0,7.5,27463,28895,9.9,5.9,34663,38395,358,83,15921,3079,59.2,14.1,14924,3342,44.4,13.6,13144,4096,14.8,11.3,19948,57041,40.8,14.1,18333,14268,31.3,11.2,15357,4899,9.5,10.0,71310,40757,20.4,(X),(X),(X),22.3,(X),(X),(X),15.1,(X),(X),(X)
8600000US75473,75473,ZCTA5 75473,1504,178,49769,8697,98.6,2.1,49282,8336,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,1.4,2.1,-,**,0.0,2.5,-,**,4.6,3.9,87202,81232,95.4,3.9,48912,7825,3.4,3.7,64321,40815,23.8,7.8,49722,30262,42.0,8.4,60385,7719,30.8,7.7,26650,22125,1294,171,58902,10097,43.1,8.8,64048,21524,56.9,8.8,53860,9910,83.2,8.3,61523,6074,10.7,6.5,23571,28494,6.2,5.5,21167,135478,210,91,16554,6209,61.4,21.3,15169,4268,61.4,21.3,15169,4268,0.0,16.3,-,**,38.6,21.3,26691,8978,31.4,18.9,25588,7717,7.1,11.0,-,**,28.7,(X),(X),(X),28.5,(X),(X),(X),29.5,(X),(X),(X)
8600000US75474,75474,ZCTA5 75474,5590,327,44256,4123,94.7,2.2,44521,4454,0.8,0.8,56481,45759,0.1,0.2,-,**,0.0,0.7,-,**,0.0,0.7,-,**,3.0,1.8,22321,36798,1.4,0.8,32303,37693,3.1,1.4,22423,38546,93.5,2.4,44575,4423,2.2,1.2,31087,4821,27.8,3.6,53145,8234,45.4,4.2,53692,4398,24.6,3.5,27617,5904,3916,330,55100,4073,32.2,4.6,49440,10197,67.8,4.6,56530,4325,81.1,3.5,60128,7887,13.4,2.9,22731,6269,5.5,2.4,70000,41461,1674,261,17653,5134,48.7,7.7,14620,2139,40.4,8.2,14152,1958,8.4,4.3,33571,29337,51.3,7.7,25990,3590,42.9,7.9,24737,8141,8.4,5.2,55735,49508,26.0,(X),(X),(X),26.7,(X),(X),(X),24.4,(X),(X),(X)
8600000US75475,75475,ZCTA5 75475,62,49,24900,67342,100.0,40.5,24900,67342,0.0,40.5,-,**,0.0,40.5,-,**,0.0,40.5,-,**,0.0,40.5,-,**,0.0,40.5,-,**,0.0,40.5,-,**,0.0,40.5,-,**,100.0,40.5,24900,67342,0.0,40.5,-,**,0.0,40.5,-,**,100.0,40.5,24900,67342,0.0,40.5,-,**,62,49,24900,67342,0.0,40.5,-,**,100.0,40.5,24900,67342,88.7,23.9,57708,69660,11.3,23.9,-,**,0.0,40.5,-,**,0,95,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,11.3,(X),(X),(X),11.3,(X),(X),(X),-,(X),(X),(X)
8600000US75476,75476,ZCTA5 75476,552,134,53026,19355,93.3,10.2,44613,20122,6.2,10.2,-,**,0.0,6.6,-,**,0.0,6.6,-,**,0.0,6.6,-,**,0.0,6.6,-,**,0.5,1.2,-,**,0.5,0.9,-,**,92.8,10.4,44524,19598,1.3,2.1,-,**,17.8,12.8,70238,39465,48.4,12.0,58883,5877,32.6,12.8,29028,7467,410,131,58019,3829,40.7,16.5,71875,11181,59.3,16.5,54539,11562,88.5,9.2,58750,4937,6.1,5.4,24028,11014,5.4,8.2,-,**,142,74,25313,5659,83.1,14.0,27625,7596,83.1,14.0,27625,7596,0.0,22.9,-,**,16.9,14.0,25000,2558,16.2,14.0,24844,3217,0.7,1.6,-,**,26.1,(X),(X),(X),22.4,(X),(X),(X),31.7,(X),(X),(X)
8600000US75477,75477,ZCTA5 75477,305,49,28170,2636,81.6,7.2,29955,3960,14.8,7.3,10208,18163,0.0,11.6,-,**,0.0,11.6,-,**,0.0,11.6,-,**,0.0,11.6,-,**,3.6,4.3,9464,2761,2.6,3.3,4167,20482,79.0,7.4,30515,4568,2.3,3.8,"2,500-",***,18.0,8.8,26094,11317,46.9,10.0,38750,14446,32.8,8.6,19375,11522,201,40,38036,11775,26.9,11.1,13333,27821,73.1,11.1,43542,4412,57.7,12.4,44545,15915,36.3,12.8,31023,12383,6.0,6.2,30833,181544,104,41,16250,15550,50.0,20.3,12500,2274,50.0,20.3,12500,2274,0.0,29.4,-,**,50.0,20.3,26250,6927,50.0,20.3,26250,6927,0.0,29.4,-,**,25.2,(X),(X),(X),26.4,(X),(X),(X),23.1,(X),(X),(X)
8600000US75478,75478,ZCTA5 75478,442,96,49375,12916,98.2,2.5,50455,14883,0.9,1.8,-,**,0.9,1.7,-,**,0.0,8.1,-,**,0.0,8.1,-,**,0.0,8.1,-,**,0.0,8.1,-,**,1.4,2.1,-,**,96.8,3.2,51136,15128,3.6,4.4,61667,15488,31.7,11.3,39063,22201,42.1,12.0,75410,14463,22.6,8.5,36250,14689,335,93,61420,12369,34.6,15.0,39375,33316,65.4,15.0,71458,19491,77.0,14.8,75346,13436,18.5,14.1,22667,13962,4.5,5.6,40417,31527,107,42,14904,7159,60.7,22.3,9813,22493,54.2,24.3,9375,11940,6.5,11.8,-,**,39.3,22.3,15833,5089,32.7,23.4,15417,5353,6.5,8.0,30313,72458,24.9,(X),(X),(X),25.4,(X),(X),(X),23.4,(X),(X),(X)
8600000US75479,75479,ZCTA5 75479,685,84,42961,7079,93.0,6.4,45982,8527,0.4,0.9,-,**,5.7,6.4,30750,16384,0.0,5.3,-,**,0.0,5.3,-,**,0.9,1.4,-,**,0.0,5.3,-,**,3.4,2.7,45938,23249,90.5,6.9,45250,9304,2.3,3.1,"2,500-",***,27.3,7.0,52150,12781,40.3,7.3,50000,17028,30.1,7.2,26667,3737,523,73,48958,8960,38.4,8.4,48750,24128,61.6,8.4,49167,8330,87.4,6.6,51422,9323,11.1,6.5,28519,9064,1.5,1.8,90833,67829,162,47,25690,2065,56.2,18.5,24583,9384,49.4,16.8,21750,6304,6.8,6.8,54583,224633,43.8,18.5,25966,1646,36.4,18.3,26307,1339,7.4,9.3,24167,16574,26.0,(X),(X),(X),25.2,(X),(X),(X),28.4,(X),(X),(X)
8600000US75480,75480,ZCTA5 75480,795,169,57266,17344,99.1,1.9,56719,18418,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.9,1.9,-,**,0.0,4.6,-,**,99.1,1.9,56719,18418,0.0,4.6,-,**,23.3,9.2,53563,21434,38.0,11.8,82083,30955,38.7,10.7,32177,56014,600,154,61797,16979,25.8,10.9,44420,18803,74.2,10.9,64542,26738,96.2,4.5,62708,16475,1.7,3.0,-,**,2.2,3.3,-,**,195,94,33533,31188,55.9,27.0,23598,8239,55.9,27.0,23598,8239,0.0,17.4,-,**,44.1,27.0,172778,291245,34.9,23.4,56406,286832,9.2,14.2,-,**,26.4,(X),(X),(X),28.0,(X),(X),(X),21.5,(X),(X),(X)
8600000US75481,75481,ZCTA5 75481,168,59,45313,21489,97.0,4.3,43125,20887,0.0,19.9,-,**,3.0,4.3,-,**,0.0,19.9,-,**,0.0,19.9,-,**,0.0,19.9,-,**,0.0,19.9,-,**,4.2,6.6,38250,7972,92.9,8.0,45625,25105,20.2,23.2,-,**,28.6,16.2,67955,12275,42.3,18.2,45750,33858,8.9,6.7,46250,33115,122,59,46563,18533,32.8,18.6,61875,15416,67.2,18.6,34559,21439,68.9,27.8,57500,7978,1.6,4.8,-,**,29.5,29.1,33676,463,46,21,31389,38775,67.4,29.3,32361,67166,50.0,27.4,31250,5604,17.4,25.2,-,**,32.6,29.3,26250,33043,32.6,29.3,26250,33043,0.0,47.0,-,**,28.6,(X),(X),(X),25.4,(X),(X),(X),28.3,(X),(X),(X)
8600000US75482,75482,ZCTA5 75482,9174,289,41730,1885,84.3,1.7,42654,3206,10.5,1.3,30972,9564,0.4,0.6,48413,23473,0.5,0.4,71016,98271,0.0,0.4,-,**,2.7,1.0,46875,33560,1.5,0.8,39271,23308,9.5,1.1,34134,4467,78.0,1.6,44635,4347,6.0,1.8,28047,4185,32.9,2.0,48602,6122,37.1,2.6,47583,7834,24.0,1.6,35298,3505,6854,301,52292,3790,40.0,2.8,46096,6991,60.0,2.8,54300,5437,77.0,3.2,60520,2838,16.2,2.6,22188,9210,6.8,2.1,44861,4491,2320,288,23333,5333,57.9,5.5,18248,3492,49.9,6.2,15988,4317,8.0,3.6,38801,8291,42.1,5.5,31513,8067,38.4,5.5,30373,7652,3.7,2.6,62955,28928,25.4,(X),(X),(X),25.6,(X),(X),(X),23.1,(X),(X),(X)
8600000US75486,75486,ZCTA5 75486,803,139,49375,10745,100.0,4.6,49375,10745,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,100.0,4.6,49375,10745,4.2,5.7,58426,3327,26.4,11.5,47885,15865,40.5,12.1,56042,43561,28.9,10.1,39344,13066,679,138,53218,9154,41.7,13.0,54271,22955,58.3,13.0,52857,17027,90.7,6.9,54521,7764,6.5,5.7,33828,965,2.8,4.5,-,**,124,82,11552,26570,70.2,33.9,28839,64497,70.2,33.9,28839,64497,0.0,25.6,-,**,29.8,33.9,10066,6746,29.8,33.9,10066,6746,0.0,25.6,-,**,9.8,(X),(X),(X),11.6,(X),(X),(X),0.0,(X),(X),(X)
8600000US75487,75487,ZCTA5 75487,480,97,36250,9086,84.8,10.2,38015,9598,15.2,10.2,29205,61467,0.0,7.5,-,**,0.0,7.5,-,**,0.0,7.5,-,**,0.0,7.5,-,**,0.0,7.5,-,**,10.6,6.5,33203,7980,74.2,10.2,39706,10148,2.9,3.6,24250,37707,30.6,10.6,42292,25688,40.8,12.0,41429,16820,25.6,9.8,13203,3687,358,83,46750,12627,42.7,11.7,38456,16847,57.3,11.7,48750,13082,74.0,12.6,55313,18917,23.2,12.4,27841,23984,2.8,4.1,-,**,122,54,13125,6416,39.3,24.3,11759,1302,39.3,24.3,11759,1302,0.0,26.0,-,**,60.7,24.3,17000,26141,56.6,23.6,16375,24396,4.1,6.1,-,**,21.3,(X),(X),(X),14.0,(X),(X),(X),42.6,(X),(X),(X)
8600000US75488,75488,ZCTA5 75488,372,73,33300,7640,91.7,10.6,32250,6399,1.6,3.5,-,**,0.0,9.6,-,**,0.0,9.6,-,**,0.0,9.6,-,**,0.0,9.6,-,**,6.7,10.3,-,**,2.7,4.5,-,**,89.0,11.5,32850,6594,0.0,9.6,-,**,38.4,14.4,40966,24347,24.5,11.0,32083,66952,37.1,12.0,28500,5606,263,71,40511,17068,47.9,17.7,41932,30573,52.1,17.7,37917,15255,68.4,14.9,48250,20283,31.6,14.9,22438,29452,0.0,13.3,-,**,109,52,23750,26428,40.4,22.6,27813,22784,40.4,22.6,27813,22784,0.0,28.4,-,**,59.6,22.6,12202,32220,59.6,22.6,12202,32220,0.0,28.4,-,**,24.2,(X),(X),(X),19.8,(X),(X),(X),34.9,(X),(X),(X)
8600000US75489,75489,ZCTA5 75489,332,71,45227,14853,98.2,2.9,45909,15175,0.0,10.7,-,**,1.8,2.9,-,**,0.0,10.7,-,**,0.0,10.7,-,**,0.0,10.7,-,**,0.0,10.7,-,**,2.7,4.1,-,**,95.5,4.8,46932,15359,7.2,7.5,26250,41706,40.7,13.5,40938,13171,29.2,12.4,53558,15563,22.9,10.7,44375,33863,271,70,52875,12893,48.3,14.2,40521,25618,51.7,14.2,59808,23301,73.1,12.4,62500,16354,21.8,11.8,28472,34021,5.2,6.8,"2,500-",***,61,31,26696,10843,45.9,28.7,14583,22709,45.9,28.7,14583,22709,0.0,40.8,-,**,54.1,28.7,35694,18126,49.2,29.5,35278,20452,4.9,7.8,-,**,54.5,(X),(X),(X),61.3,(X),(X),(X),24.6,(X),(X),(X)
8600000US75490,75490,ZCTA5 75490,878,111,52258,9815,95.3,3.6,55579,9693,0.7,0.9,41250,55600,0.8,1.3,-,**,0.0,4.2,-,**,0.0,4.2,-,**,3.2,3.0,42917,3910,0.0,4.2,-,**,10.5,5.6,32813,26586,88.0,5.6,56782,7870,0.7,0.9,25625,47259,44.5,9.7,62852,20926,40.8,8.5,52045,10373,14.0,4.7,39250,15319,747,106,55923,9172,47.3,10.3,65809,12093,52.7,10.3,48000,11094,79.4,10.3,60865,16134,13.1,7.5,18333,26264,7.5,6.6,14914,42207,131,58,40114,18284,39.7,21.3,34063,11588,36.6,20.4,33750,7148,3.1,5.1,-,**,60.3,21.3,42031,38302,51.1,22.9,40781,41923,9.2,11.1,56000,39550,21.8,(X),(X),(X),23.3,(X),(X),(X),13.0,(X),(X),(X)
8600000US75491,75491,ZCTA5 75491,1677,177,49112,5878,96.4,2.4,49946,6567,2.3,1.9,31875,20018,0.0,2.2,-,**,0.3,0.5,-,**,0.0,2.2,-,**,0.0,2.2,-,**,1.0,1.1,14625,264624,0.9,1.1,14583,35199,95.5,2.6,50625,6650,0.5,0.6,35833,24236,28.9,4.7,66136,24407,43.2,5.6,55244,10586,27.5,5.2,29375,11514,1234,153,56830,7189,36.9,6.9,60625,29383,63.1,6.9,56585,5281,83.2,5.0,61875,14970,12.7,4.3,30096,12288,4.1,2.9,50000,25581,443,106,18523,2537,56.2,12.1,18008,3286,53.3,12.3,18047,3351,2.9,3.4,17321,33824,43.8,12.1,19239,18242,40.2,11.8,18804,14723,3.6,3.2,76250,64274,35.5,(X),(X),(X),37.7,(X),(X),(X),28.4,(X),(X),(X)
8600000US75492,75492,ZCTA5 75492,223,60,42917,15717,96.0,7.2,43667,18676,0.0,15.4,-,**,0.0,15.4,-,**,0.0,15.4,-,**,0.0,15.4,-,**,0.0,15.4,-,**,4.0,7.2,-,**,0.0,15.4,-,**,96.0,7.2,43667,18676,0.0,15.4,-,**,15.7,10.2,82292,36498,45.7,13.2,25000,14330,38.6,13.1,45962,1614,147,44,46141,15310,19.0,14.9,33750,29572,81.0,14.9,46902,34340,72.1,19.7,46957,23653,15.6,14.5,23631,332,12.2,13.8,108269,73176,76,39,20625,31422,2.6,6.6,18750,34357,2.6,6.6,18750,34357,0.0,36.4,-,**,97.4,6.6,20625,32324,89.5,14.6,4900,37721,7.9,13.1,-,**,40.8,(X),(X),(X),36.7,(X),(X),(X),48.7,(X),(X),(X)
8600000US75493,75493,ZCTA5 75493,174,57,33269,7084,91.4,6.9,33365,7843,1.1,1.8,-,**,0.0,19.3,-,**,0.0,19.3,-,**,0.0,19.3,-,**,7.5,7.1,45417,52447,0.0,19.3,-,**,55.2,14.2,27955,6681,43.7,14.1,41250,21430,0.0,19.3,-,**,55.2,13.7,28864,6576,27.0,12.2,33542,14490,17.8,11.6,53281,20000,140,49,34615,12141,61.4,15.9,28929,11675,38.6,15.9,47000,19011,66.4,14.4,43750,16883,23.6,15.5,21250,10001,10.0,10.2,45500,29195,34,27,26000,6611,29.4,22.7,24167,67186,17.6,20.3,17500,15420,11.8,14.6,120000,217398,70.6,22.7,26500,11087,52.9,26.8,22500,12572,17.6,24.2,-,**,30.5,(X),(X),(X),35.0,(X),(X),(X),11.8,(X),(X),(X)
