GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
8600000US76869,76869,ZCTA5 76869,19,23,-,**,100.0,73.1,-,**,0.0,73.1,-,**,0.0,73.1,-,**,0.0,73.1,-,**,0.0,73.1,-,**,0.0,73.1,-,**,0.0,73.1,-,**,0.0,73.1,-,**,100.0,73.1,-,**,0.0,73.1,-,**,0.0,73.1,-,**,100.0,73.1,-,**,0.0,73.1,-,**,19,23,-,**,0.0,73.1,-,**,100.0,73.1,-,**,100.0,73.1,-,**,0.0,73.1,-,**,0.0,73.1,-,**,0,95,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,100.0,(X),(X),(X),100.0,(X),(X),(X),-,(X),(X),(X)
8600000US76870,76870,ZCTA5 76870,91,27,30750,10545,100.0,32.4,30750,10545,0.0,32.4,-,**,0.0,32.4,-,**,0.0,32.4,-,**,0.0,32.4,-,**,0.0,32.4,-,**,0.0,32.4,-,**,4.4,7.6,-,**,95.6,7.6,29886,10620,0.0,32.4,-,**,20.9,14.9,37344,31656,31.9,17.9,54583,29970,47.3,18.8,17656,6613,65,25,37031,8207,47.7,22.7,39219,23705,52.3,22.7,28409,13405,100.0,39.5,37031,8207,0.0,39.5,-,**,0.0,39.5,-,**,26,16,17813,2737,88.5,16.8,17188,5137,88.5,16.8,17188,5137,0.0,62.5,-,**,11.5,16.8,-,**,11.5,16.8,-,**,0.0,62.5,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US76871,76871,ZCTA5 76871,267,55,36893,5722,98.5,2.7,36750,5088,0.0,13.1,-,**,0.0,13.1,-,**,0.0,13.1,-,**,0.0,13.1,-,**,1.5,2.7,-,**,0.0,13.1,-,**,9.7,7.3,31250,70728,90.3,7.3,36893,5494,0.0,13.1,-,**,14.2,8.3,22000,40856,57.7,10.8,41250,32784,28.1,10.4,23750,15022,220,52,39000,12427,19.1,10.5,26875,32399,80.9,10.5,41750,18683,67.7,15.1,60156,26135,23.6,14.3,36200,7629,8.6,7.3,26250,27682,47,21,11964,10427,61.7,24.0,17917,36980,53.2,24.2,19583,52321,8.5,13.6,-,**,38.3,24.0,8750,7842,38.3,24.0,8750,7842,0.0,46.5,-,**,22.8,(X),(X),(X),25.0,(X),(X),(X),12.8,(X),(X),(X)
8600000US76872,76872,ZCTA5 76872,326,75,57625,7829,100.0,10.9,57625,7829,0.0,10.9,-,**,0.0,10.9,-,**,0.0,10.9,-,**,0.0,10.9,-,**,0.0,10.9,-,**,0.0,10.9,-,**,0.0,10.9,-,**,100.0,10.9,57625,7829,0.0,10.9,-,**,24.5,11.9,92875,38156,35.0,10.7,50455,27139,40.5,13.0,51250,29663,244,57,72750,22330,37.7,13.8,93625,21337,62.3,13.8,56591,23218,87.7,9.1,93125,37606,12.3,9.1,56364,38335,0.0,14.2,-,**,82,37,17500,5352,67.1,21.4,18036,16237,64.6,22.1,17679,8424,2.4,6.1,-,**,32.9,21.4,16250,17636,29.3,21.1,11250,15896,3.7,8.3,-,**,36.2,(X),(X),(X),38.9,(X),(X),(X),28.0,(X),(X),(X)
8600000US76873,76873,ZCTA5 76873,40,25,41250,34847,100.0,50.4,41250,34847,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,0.0,50.4,-,**,17.5,27.8,-,**,82.5,27.8,65156,52424,0.0,50.4,-,**,22.5,26.6,-,**,20.0,27.8,-,**,57.5,31.6,26607,20426,18,17,39167,51437,0.0,75.1,-,**,100.0,75.1,39167,51437,100.0,75.1,39167,51437,0.0,75.1,-,**,0.0,75.1,-,**,22,19,41667,75231,0.0,67.9,-,**,0.0,67.9,-,**,0.0,67.9,-,**,100.0,67.9,41667,75231,100.0,67.9,41667,75231,0.0,67.9,-,**,55.0,(X),(X),(X),83.3,(X),(X),(X),31.8,(X),(X),(X)
8600000US76874,76874,ZCTA5 76874,35,40,24803,161024,100.0,53.8,24803,161024,0.0,53.8,-,**,0.0,53.8,-,**,0.0,53.8,-,**,0.0,53.8,-,**,0.0,53.8,-,**,0.0,53.8,-,**,0.0,53.8,-,**,100.0,53.8,24803,161024,54.3,54.3,-,**,45.7,54.3,-,**,0.0,53.8,-,**,0.0,53.8,-,**,0,95,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,35,40,24803,161024,0.0,53.8,-,**,0.0,53.8,-,**,0.0,53.8,-,**,100.0,53.8,24803,161024,100.0,53.8,24803,161024,0.0,53.8,-,**,54.3,(X),(X),(X),-,(X),(X),(X),54.3,(X),(X),(X)
8600000US76875,76875,ZCTA5 76875,271,83,30938,12332,97.4,4.4,33333,11498,0.0,12.9,-,**,0.0,12.9,-,**,0.0,12.9,-,**,0.0,12.9,-,**,2.6,4.4,-,**,0.0,12.9,-,**,21.0,15.2,38651,3540,79.0,15.2,29130,4741,0.0,12.9,-,**,14.4,8.6,63542,32238,49.8,16.3,29557,13818,35.8,13.5,30938,15966,136,53,39817,24127,55.9,20.9,39737,25924,44.1,20.9,45833,42587,92.6,7.0,39939,37107,3.7,5.9,23438,3139,3.7,4.1,45417,33730,135,66,27813,12596,76.3,18.2,27869,12841,76.3,18.2,27869,12841,0.0,23.9,-,**,23.7,18.2,22000,35843,23.7,18.2,22000,35843,0.0,23.9,-,**,20.3,(X),(X),(X),12.5,(X),(X),(X),28.1,(X),(X),(X)
8600000US76877,76877,ZCTA5 76877,1584,199,37770,7512,93.4,4.0,38025,7064,0.0,2.3,-,**,0.7,1.0,40536,45173,0.0,2.3,-,**,0.0,2.3,-,**,4.2,3.0,38144,6704,1.7,1.9,8906,11156,27.0,6.4,33547,6652,72.1,6.7,40463,6368,1.8,2.7,-,**,32.7,5.7,39755,11942,29.2,4.9,42813,8423,36.2,4.3,25278,4629,989,144,45139,8130,47.1,8.4,39306,17225,52.9,8.4,51339,7751,70.1,8.4,59250,9274,24.4,8.1,14495,6410,5.6,5.5,29955,20178,595,145,22543,5482,50.6,8.8,20197,5247,44.0,9.1,18333,4099,6.6,5.3,42153,14755,49.4,8.8,25385,7593,44.4,9.9,23036,8305,5.0,6.1,-,**,24.9,(X),(X),(X),26.9,(X),(X),(X),21.5,(X),(X),(X)
8600000US76878,76878,ZCTA5 76878,730,88,31453,5197,89.9,5.0,35185,7570,7.0,4.6,13516,7280,0.4,0.6,-,**,0.0,5.0,-,**,0.0,5.0,-,**,1.4,1.7,9583,33061,1.4,1.5,53750,8836,7.3,4.3,26563,50588,84.0,6.0,34063,6817,2.6,2.3,53542,84390,19.6,6.5,31691,17707,51.8,8.6,36316,10244,26.0,6.3,23571,4450,463,82,37917,8186,32.6,8.5,30066,14158,67.4,8.5,41429,5247,73.7,9.0,45078,8825,14.5,6.2,21250,19640,11.9,6.5,31705,12711,267,66,16375,12960,48.7,12.8,15000,12290,44.2,12.4,13125,7927,4.5,4.5,53333,10249,51.3,12.8,30938,35222,47.2,12.6,15000,30238,4.1,3.7,46250,4125,29.9,(X),(X),(X),35.9,(X),(X),(X),17.6,(X),(X),(X)
8600000US76882,76882,ZCTA5 76882,59,32,57614,19313,100.0,41.5,57614,19313,0.0,41.5,-,**,0.0,41.5,-,**,0.0,41.5,-,**,0.0,41.5,-,**,0.0,41.5,-,**,0.0,41.5,-,**,0.0,41.5,-,**,100.0,41.5,57614,19313,0.0,41.5,-,**,8.5,13.1,-,**,30.5,27.7,59091,8629,61.0,28.5,50500,37414,55,31,58068,16173,20.0,27.6,-,**,80.0,27.6,51750,25716,100.0,43.0,58068,16173,0.0,43.0,-,**,0.0,43.0,-,**,4,6,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,40.7,(X),(X),(X),43.6,(X),(X),(X),0.0,(X),(X),(X)
8600000US76884,76884,ZCTA5 76884,57,40,42750,35093,100.0,42.2,42750,35093,0.0,42.2,-,**,0.0,42.2,-,**,0.0,42.2,-,**,0.0,42.2,-,**,0.0,42.2,-,**,0.0,42.2,-,**,10.5,18.7,-,**,89.5,18.7,44250,57137,0.0,42.2,-,**,19.3,23.4,19792,51759,63.2,30.5,39474,67821,17.5,19.4,117917,101883,54,40,43500,46005,20.4,24.7,19792,51759,79.6,24.7,61563,65797,83.3,18.8,39671,87727,16.7,18.8,44750,32529,0.0,43.3,-,**,3,4,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,7.0,(X),(X),(X),7.4,(X),(X),(X),0.0,(X),(X),(X)
8600000US76885,76885,ZCTA5 76885,41,34,54886,95205,100.0,49.7,54886,95205,0.0,49.7,-,**,0.0,49.7,-,**,0.0,49.7,-,**,0.0,49.7,-,**,0.0,49.7,-,**,0.0,49.7,-,**,17.1,33.7,-,**,82.9,33.7,54091,142692,26.8,43.7,-,**,41.5,39.8,24625,64815,31.7,45.2,-,**,0.0,49.7,-,**,41,34,54886,95205,82.9,33.7,54091,142692,17.1,33.7,-,**,100.0,49.7,54886,95205,0.0,49.7,-,**,0.0,49.7,-,**,0,95,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),-,(X),(X),(X)
8600000US76887,76887,ZCTA5 76887,48,43,65952,109030,100.0,46.0,65952,109030,0.0,46.0,-,**,0.0,46.0,-,**,0.0,46.0,-,**,0.0,46.0,-,**,0.0,46.0,-,**,0.0,46.0,-,**,0.0,46.0,-,**,100.0,46.0,65952,109030,0.0,46.0,-,**,43.8,49.5,-,**,22.9,40.4,-,**,33.3,45.2,-,**,21,29,-,**,100.0,69.5,-,**,0.0,69.5,-,**,100.0,69.5,-,**,0.0,69.5,-,**,0.0,69.5,-,**,27,32,9609,316301,100.0,61.3,9609,316301,59.3,59.3,-,**,40.7,59.3,-,**,0.0,61.3,-,**,0.0,61.3,-,**,0.0,61.3,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US76888,76888,ZCTA5 76888,23,17,17750,6897,73.9,33.6,19250,10500,0.0,66.4,-,**,0.0,66.4,-,**,0.0,66.4,-,**,0.0,66.4,-,**,0.0,66.4,-,**,26.1,33.6,-,**,21.7,29.0,-,**,52.2,35.5,25833,15440,0.0,66.4,-,**,0.0,66.4,-,**,13.0,21.2,-,**,87.0,21.2,17000,6830,12,11,25833,15440,0.0,92.0,-,**,100.0,92.0,25833,15440,100.0,92.0,25833,15440,0.0,92.0,-,**,0.0,92.0,-,**,11,13,9792,16341,0.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,100.0,96.0,9792,16341,100.0,96.0,9792,16341,0.0,96.0,-,**,21.7,(X),(X),(X),41.7,(X),(X),(X),0.0,(X),(X),(X)
8600000US76890,76890,ZCTA5 76890,348,73,56786,10172,98.9,1.7,57024,10603,0.0,10.2,-,**,0.0,10.2,-,**,0.0,10.2,-,**,0.0,10.2,-,**,1.1,1.7,-,**,0.0,10.2,-,**,2.6,3.2,117750,147236,97.4,3.2,56726,9616,2.6,2.9,25250,2754,22.1,9.1,61250,33601,47.1,10.1,68333,21038,28.2,8.8,45500,22480,249,63,69792,13080,35.7,10.8,57361,39161,64.3,10.8,73333,15815,87.1,7.5,73542,13928,5.6,3.8,23750,9692,7.2,6.4,87750,105598,99,38,26696,6089,40.4,19.8,22500,12373,31.3,20.9,19250,13895,9.1,8.4,28750,28370,59.6,19.8,31058,14519,55.6,20.0,31442,20188,4.0,5.7,-,**,30.2,(X),(X),(X),31.3,(X),(X),(X),27.3,(X),(X),(X)
8600000US76901,76901,ZCTA5 76901,10707,372,45380,3028,87.1,2.2,47997,4313,2.9,1.0,20764,17132,0.8,0.7,35474,29013,0.4,0.4,38938,14182,0.0,0.3,-,**,7.0,1.9,32585,5986,1.7,0.9,46250,47026,27.2,2.4,38482,5765,67.7,2.4,50478,4195,8.2,2.3,21194,7645,30.7,2.8,49462,5813,38.2,2.4,55745,7071,22.9,1.6,33657,4954,7668,355,55108,4873,41.6,3.1,47433,5732,58.4,3.1,58953,5482,70.8,3.7,65563,5398,21.0,2.9,23371,2762,8.2,2.2,55353,8661,3039,333,24573,3248,51.9,6.1,21359,2419,42.2,6.0,19655,2664,9.7,4.2,27868,9930,48.1,6.1,31529,5141,37.1,5.8,30525,7024,11.0,4.3,37109,35993,27.0,(X),(X),(X),26.8,(X),(X),(X),20.3,(X),(X),(X)
8600000US76903,76903,ZCTA5 76903,11994,437,32250,2268,83.7,2.1,31593,2726,4.2,1.0,30917,11558,0.7,0.5,34333,18240,0.2,0.2,19107,116338,0.0,0.3,-,**,9.2,1.8,38196,3048,2.1,0.8,38281,17878,51.5,2.7,33311,3255,43.2,2.4,31080,3803,7.8,1.8,26677,5881,31.0,2.2,36285,3784,35.1,2.2,35945,3692,26.0,2.1,24554,3445,7669,473,37497,2719,42.5,3.7,33525,4408,57.5,3.7,41086,4942,60.8,4.3,48546,3553,30.6,3.7,22563,7776,8.6,2.8,36070,4285,4325,441,21464,1168,53.8,4.9,21559,1498,45.7,4.6,20183,1772,8.1,3.4,39839,9220,46.2,4.9,21321,2222,40.3,4.3,20179,2510,5.9,2.9,43462,24684,24.7,(X),(X),(X),27.1,(X),(X),(X),20.0,(X),(X),(X)
8600000US76904,76904,ZCTA5 76904,13050,481,55874,3293,91.3,1.9,58300,4795,3.1,1.3,32600,15257,0.4,0.3,22450,142528,1.5,0.7,53750,52066,0.1,0.2,-,**,2.4,0.9,48375,14672,1.1,0.7,63056,92877,12.9,2.3,53750,9707,81.1,2.4,59164,5230,10.0,2.1,21816,2408,32.2,2.3,56263,6564,33.7,2.3,82571,6405,24.1,1.7,41528,4765,8238,400,74413,3748,40.9,2.9,69442,8018,59.1,2.9,78026,5345,84.0,3.3,82063,5856,12.1,2.9,35120,8010,3.9,1.7,36484,12624,4812,437,29747,3010,57.1,5.4,25701,2696,48.3,5.6,26053,2802,8.7,3.0,24375,5483,42.9,5.4,36493,4404,35.8,5.6,34880,4205,7.1,2.5,49688,27353,20.6,(X),(X),(X),20.6,(X),(X),(X),19.7,(X),(X),(X)
8600000US76905,76905,ZCTA5 76905,4360,275,47219,3998,86.2,3.7,51602,5902,3.6,1.9,45893,8644,1.3,1.7,41348,358,1.3,1.7,13932,15183,0.0,0.9,-,**,6.7,2.6,40625,15144,1.0,0.9,50917,45784,28.3,3.8,40485,8877,66.5,3.9,53110,6415,6.9,3.3,16797,20754,34.9,4.3,57003,7630,36.9,4.6,65587,8936,21.3,3.3,27411,8547,3430,279,55599,4927,44.4,4.7,55731,7922,55.6,4.7,55524,10496,74.5,5.7,67901,6225,20.9,5.2,23578,8144,4.6,2.4,39194,7527,930,187,22286,10639,55.4,12.1,14972,12618,51.0,12.1,14944,11465,4.4,4.2,27917,39271,44.6,12.1,35975,15945,38.8,11.1,30795,26019,5.8,5.7,37411,46335,21.0,(X),(X),(X),20.6,(X),(X),(X),19.5,(X),(X),(X)
8600000US76908,76908,ZCTA5 76908,34,29,25833,36435,100.0,54.6,25833,36435,0.0,54.6,-,**,0.0,54.6,-,**,0.0,54.6,-,**,0.0,54.6,-,**,0.0,54.6,-,**,0.0,54.6,-,**,0.0,54.6,-,**,100.0,54.6,25833,36435,67.6,42.6,24375,2423,32.4,42.6,-,**,0.0,54.6,-,**,0.0,54.6,-,**,9,15,-,**,0.0,100.0,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,25,25,24625,70866,44.0,51.6,-,**,0.0,63.7,-,**,44.0,51.6,-,**,56.0,51.6,23250,24477,56.0,51.6,23250,24477,0.0,63.7,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US76930,76930,ZCTA5 76930,50,26,28750,45496,100.0,45.1,28750,45496,0.0,45.1,-,**,0.0,45.1,-,**,0.0,45.1,-,**,0.0,45.1,-,**,0.0,45.1,-,**,0.0,45.1,-,**,42.0,28.0,25208,28454,58.0,28.0,51458,15204,0.0,45.1,-,**,26.0,23.2,27321,44988,58.0,26.0,26875,54714,16.0,14.2,48750,55527,47,28,27813,34811,48.9,29.6,25536,21581,51.1,29.6,51000,32464,59.6,27.1,26429,33876,40.4,27.1,29688,49849,0.0,46.5,-,**,3,6,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,48.0,(X),(X),(X),51.1,(X),(X),(X),0.0,(X),(X),(X)
8600000US76932,76932,ZCTA5 76932,1136,89,59009,9247,94.0,3.8,58367,8346,2.6,3.1,98026,78168,0.0,3.2,-,**,0.0,3.2,-,**,0.0,3.2,-,**,3.3,2.4,68750,23587,0.0,3.2,-,**,51.0,6.4,54976,7540,46.4,7.0,65208,20631,8.4,5.2,53641,18036,35.5,5.8,77946,37081,39.9,6.2,67292,17226,16.3,3.4,39083,12576,886,82,59565,9933,49.3,9.9,57813,17455,50.7,9.9,59732,13352,86.3,5.6,65048,9139,9.7,4.7,34500,46166,4.0,4.1,93011,99699,250,82,45909,29762,36.0,16.6,42639,18698,28.8,14.8,40682,49111,7.2,9.9,-,**,64.0,16.6,73750,26322,60.4,16.6,74688,38251,3.6,5.8,-,**,24.8,(X),(X),(X),28.9,(X),(X),(X),10.4,(X),(X),(X)
8600000US76933,76933,ZCTA5 76933,533,67,50347,6808,96.4,2.6,51667,6344,0.0,6.8,-,**,0.0,6.8,-,**,0.0,6.8,-,**,0.0,6.8,-,**,3.6,2.6,16250,13387,0.0,6.8,-,**,10.3,5.0,18036,10569,89.7,5.0,52826,5971,1.7,2.8,-,**,23.1,6.3,60461,41517,46.0,7.5,53750,4682,29.3,6.7,32222,7837,375,61,56103,6505,42.1,8.6,56250,11724,57.9,8.6,56103,6826,81.1,9.8,61429,4886,12.5,8.4,36042,27109,6.4,5.3,23438,29852,158,49,28250,5716,62.7,17.2,26563,6649,59.5,17.5,25000,6258,3.2,4.6,-,**,37.3,17.2,29583,14243,37.3,17.2,29583,14243,0.0,20.9,-,**,18.2,(X),(X),(X),21.1,(X),(X),(X),5.7,(X),(X),(X)
8600000US76934,76934,ZCTA5 76934,312,78,38417,4698,97.4,3.0,38500,4689,1.6,2.6,-,**,0.0,11.3,-,**,0.0,11.3,-,**,0.0,11.3,-,**,1.0,1.5,-,**,0.0,11.3,-,**,1.6,2.0,44583,6563,96.8,3.4,38417,4479,0.0,11.3,-,**,16.0,11.9,35682,31229,54.5,13.7,41250,9937,29.5,10.2,28056,15420,229,70,44659,13202,23.1,14.6,44107,13439,76.9,14.6,47813,24959,79.9,14.1,51528,16562,13.1,13.2,16563,5921,7.0,9.1,9318,47920,83,44,20329,2388,63.9,29.1,21118,4277,63.9,29.1,21118,4277,0.0,34.5,-,**,36.1,29.1,19063,23903,36.1,29.1,19063,23903,0.0,34.5,-,**,24.0,(X),(X),(X),27.5,(X),(X),(X),14.5,(X),(X),(X)
8600000US76935,76935,ZCTA5 76935,526,88,62368,21392,98.3,2.2,65875,19720,0.0,6.9,-,**,1.1,2.0,-,**,0.0,6.9,-,**,0.0,6.9,-,**,0.6,0.9,-,**,0.0,6.9,-,**,9.5,6.6,56500,38974,89.4,7.1,74688,22647,0.0,6.9,-,**,37.3,10.0,88611,37232,40.3,9.4,81000,39039,22.4,8.2,29250,8638,452,81,79318,24277,48.0,11.0,91307,16822,52.0,11.0,65375,14720,88.5,8.8,91023,17259,11.5,8.8,58500,86294,0.0,8.0,-,**,74,34,18333,13032,39.2,22.3,12917,10436,37.8,21.9,12500,8676,1.4,4.7,-,**,60.8,22.3,27188,21764,60.8,22.3,27188,21764,0.0,36.9,-,**,26.0,(X),(X),(X),28.5,(X),(X),(X),10.8,(X),(X),(X)
8600000US76936,76936,ZCTA5 76936,976,78,46250,8679,86.8,4.4,48229,12139,0.6,1.0,22500,30801,1.3,1.7,73523,642,0.0,3.8,-,**,0.0,3.8,-,**,8.5,3.3,45625,26264,2.8,2.6,14792,49035,38.9,5.2,42000,12373,59.6,5.1,51019,9515,3.0,2.5,26750,76323,26.8,4.9,50682,18326,44.4,4.2,55156,9673,25.8,4.1,24773,7398,743,74,57841,5680,40.8,6.1,57750,35305,59.2,6.1,57857,5300,80.1,6.4,66344,7827,11.8,5.9,6544,14936,8.1,3.7,30313,8295,233,57,14018,12045,65.2,11.0,11204,3502,59.7,11.3,10602,2096,5.6,6.3,50417,49882,34.8,11.0,24375,4630,33.5,10.3,24000,5573,1.3,2.3,-,**,29.0,(X),(X),(X),26.2,(X),(X),(X),34.8,(X),(X),(X)
8600000US76937,76937,ZCTA5 76937,11,17,-,**,100.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,100.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,100.0,96.0,-,**,0.0,96.0,-,**,11,17,-,**,0.0,96.0,-,**,100.0,96.0,-,**,100.0,96.0,-,**,0.0,96.0,-,**,0.0,96.0,-,**,0,95,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),-,(X),(X),(X)
8600000US76939,76939,ZCTA5 76939,21,14,14306,13606,100.0,69.5,14306,13606,0.0,69.5,-,**,0.0,69.5,-,**,0.0,69.5,-,**,0.0,69.5,-,**,0.0,69.5,-,**,0.0,69.5,-,**,19.0,31.4,-,**,81.0,31.4,13750,18794,19.0,37.4,"2,500-",***,0.0,69.5,-,**,61.9,51.4,14306,43526,19.0,31.4,-,**,17,14,13750,18794,76.5,40.0,13194,20443,23.5,40.0,-,**,23.5,40.0,-,**,76.5,40.0,13194,20443,0.0,77.3,-,**,4,6,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,19.0,(X),(X),(X),0.0,(X),(X),(X),100.0,(X),(X),(X)
8600000US76940,76940,ZCTA5 76940,60,58,100294,26935,100.0,41.1,100294,26935,0.0,41.1,-,**,0.0,41.1,-,**,0.0,41.1,-,**,0.0,41.1,-,**,0.0,41.1,-,**,0.0,41.1,-,**,23.3,41.9,-,**,76.7,41.9,100809,7347,0.0,41.1,-,**,80.0,34.6,100735,39452,20.0,34.6,-,**,0.0,41.1,-,**,48,54,100735,39452,100.0,46.0,100735,39452,0.0,46.0,-,**,100.0,46.0,100735,39452,0.0,46.0,-,**,0.0,46.0,-,**,12,18,-,**,100.0,92.0,-,**,100.0,92.0,-,**,0.0,92.0,-,**,0.0,92.0,-,**,0.0,92.0,-,**,0.0,92.0,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),0.0,(X),(X),(X)
8600000US76941,76941,ZCTA5 76941,527,72,44236,13736,90.7,6.3,43750,26677,2.7,3.2,78250,19157,0.0,6.9,-,**,0.6,1.0,"250,000+",***,0.0,6.9,-,**,6.1,4.7,39219,8532,0.0,6.9,-,**,22.4,7.0,39459,9776,75.1,7.3,44444,27202,0.0,6.9,-,**,29.0,9.6,40855,28047,49.3,9.3,77667,11396,21.6,6.7,25000,6448,361,65,73036,26175,43.8,11.9,48750,47016,56.2,11.9,78875,25220,87.8,8.1,74107,26800,6.9,6.2,21635,20687,5.3,5.7,198304,30447,166,49,22500,7220,53.6,17.9,20625,3385,52.4,17.6,20486,3561,1.2,2.3,-,**,46.4,17.9,39792,65972,46.4,17.9,39792,65972,0.0,20.1,-,**,34.3,(X),(X),(X),32.1,(X),(X),(X),39.2,(X),(X),(X)
8600000US76943,76943,ZCTA5 76943,1317,169,51042,6752,94.5,4.9,52031,9703,0.0,2.8,-,**,0.0,2.8,-,**,0.0,2.8,-,**,0.0,2.8,-,**,5.5,4.9,26898,42068,0.0,2.8,-,**,52.0,8.7,26280,4409,48.0,8.7,81250,23949,7.8,6.3,34417,69012,34.9,8.5,51843,5104,36.0,10.1,82400,22867,21.3,6.6,26184,1245,868,135,51585,3869,43.1,11.5,50859,22896,56.9,11.5,57625,26499,74.1,12.4,52324,6081,22.5,11.0,15208,41792,3.5,5.2,-,**,449,178,48184,16962,38.5,19.6,23828,157113,17.4,11.6,9821,5905,21.2,17.5,103497,772,61.5,19.6,48538,9215,61.5,19.6,48538,9215,0.0,8.0,-,**,12.2,(X),(X),(X),16.7,(X),(X),(X),3.6,(X),(X),(X)
